model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
DeepSeek-R1-7B,W16A16,GPU,1280,9.0,295.1670644391408,BA,8,True,True,True,0,512,2,1,10687559820.0,5463919820800.0,10672065824.0,4.978676951854862,2.040328984978239,0.9957296247480573,0.43181308799999996,1.3602193233188262,0.04529097974530018,0.10529495106443915,0.6178990643099019,0.053227104000000004,0.19015277334990194,0.29729558400000006,0.07722360296000001,0.12037723935350275,0.027770577748841774,0.0420049562475574,0.29720342400000005,9.216e-05,0.0,0.02902187453995227,0.04820172842004773,347571234.0823296,303498993.2733696,26999114.956799995,14276215.439359998,1062052.0243199999,1693410.14528,301299014.69696,43970379.12064,1862360.0420096002,14396.17536,337618.53440000006,46017.269759999996,41448.2432
