model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
DeepSeek-R1-7B,W16A16,GPU,1280,9.0,295.1670644391408,BA,8,True,True,True,0,65536,2,1,36797816972.0,2179898839924736.0,33262964000.0,45390.8690459178,22960.502177621787,110.2077727873968,17.560695263999996,22285.83339325565,5.797245407398423,10.967761581564584,1.2036676352047497,0.7339397520000001,0.09520869624474959,0.29729558400000006,0.07722360296000001,0.04255034114839253,0.010653398848799662,0.0420049562475574,0.29720342400000005,9.216e-05,0.0,0.02902187453995227,0.04820172842004773,389706090.43735033,343809099.3231104,26999114.956799995,14276215.439359998,1062052.0243199999,3518160.45056,301299014.69696,43970379.12064,42172466.091750406,1839146.4806400002,337618.53440000006,46017.269759999996,41448.2432
