context_length,kv_budget,T_dense,T_computation,T_clustering,T_copy,T_starc_total,speedup,overhead_pct,source
256,256,0.6062762400044126,0.6055749120044126,0.007862256000000012,0.010876735999999942,0.6243139040044126,0.9711080213266042,3.0944135281257177,measured
512,288,0.609150920309902,0.6063456083099019,0.011553456000000017,0.02309460799999985,0.6409936723099018,0.9503228294200622,5.714243415826196,measured
1024,544,0.6150110169208804,0.6092527449208804,0.02078145600000003,0.09073527028386918,0.7207694712047497,0.8532700696838666,18.30385291056032,measured
4096,1312,0.6528661725867515,0.6178366845867517,0.235935950617998,0.5666791759999998,1.4204518112047495,0.45961867022650077,129.90732771959594,measured
16384,4384,1.1924709952047496,0.6573146672047496,2.602486712,2.2961294160000003,5.55593079520475,0.214630282334322,745.246739865324,measured
32768,8480,1.94152621120475,0.8416285872047496,8.976927652000004,4.5870480879999995,14.405604327204752,0.1347757558173529,1611.634389113281,measured
65536,16672,3.8830524224095,1.6546735620138664,35.907710608000016,9.174096175999999,46.736480346013884,0.08308397195640947,2724.5136333194296,extrapolated
131072,33056,7.766104844819,3.2807635116320992,143.63084243200007,18.348192351999998,165.25979829563215,0.046993309473404216,4937.235927237544,extrapolated
