model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
DeepSeek-R1-7B,W16A16,GPU,1280,9.0,295.1670644391408,BA,8,True,True,True,0,4096,2,1,12126707852.0,48811565121536.0,11917233440.0,188.79059661393407,92.49491398568018,6.817908295038796,1.375924704,87.05403669240488,0.3623278379624014,0.6854850988477865,1.4204518112047495,0.9507239279999999,0.09520869624474959,0.29729558400000006,0.07722360296000001,0.04255034114839253,0.010653398848799662,0.0420049562475574,0.29720342400000005,9.216e-05,0.0,0.02902187453995227,0.04820172842004773,361173476.9569024,317000659.3594624,26999114.956799995,14276215.439359998,1062052.0243199999,1793986.93376,301299014.69696,43970379.12064,15364026.128102401,114972.96383999998,337618.53440000006,46017.269759999996,41448.2432
