model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
DeepSeek-R1-7B,W16A16,GPU,1280,9.0,295.1670644391408,BA,8,True,True,True,0,64,2,1,10507704092.0,673028636672.0,10516419872.0,1.2440227903686096,0.10626713463428332,0.7180075033674698,0.313799136,0.02125342692685666,0.029454970556945105,0.05524061888305489,0.6039679677752957,0.0043279320000000005,0.22512084881529568,0.29729558400000006,0.07722360296000001,0.1466032959525481,0.036512596615190226,0.0420049562475574,0.29720342400000005,9.216e-05,0.0,0.02902187453995227,0.04820172842004773,345902167.49580795,301842498.785408,26999114.956799995,14276215.439359998,1062052.0243199999,1680838.0467199998,301299014.69696,43970379.12064,205865.55404800005,1824.0768,337618.53440000006,46017.269759999996,41448.2432
